,Temp,Psi
275,21.725,-5.275631394
276,16.98,-4.191691494
277,17.275,-3.731612607
278,19.37,-4.026420437
279,22.165,-4.943600353
280,25.225,-5.967983116
281,28.81,-6.371482722
282,29.525,-5.935226691
283,28.6,-5.64041886
284,27.29,-5.512371015
285,26.495,-5.80271206
286,25.735,-6.070719178
287,22.5,-5.373662631
288,21.13,-5.288527374
289,22.54,-5.214585328
290,20.59,-4.916799641
291,18.815,-3.968352229
292,19.495,-4.170846496
293,20.95,-4.129156499
294,20.525,-3.844771168
295,21.785,-4.398652546
296,23.885,-4.754506442
297,23.245,-4.316761482
298,23.475,-4.552012175
299,22.91,-4.444809328
300,21.475,-4.33760648
301,20.935,-4.28996077
302,22.44,-4.254226488
303,23.545,-4.388230047
304,22.39,-3.954951873
305,17.645,-3.402559423
306,13.625,-2.396043802
307,13.87,-1.535443167
308,14.505,-1.455041031
309,16.68,-2.040189906
310,19.145,-2.678940204
311,17.53,-2.312663809
312,14.745,-1.82727314
313,13.355,-1.761760289
314,14.925,-1.533954238
315,16.215,-1.724537078
316,18.125,-2.407955229
317,17.66,-1.994033124
318,13.95,-1.522042811
319,11.635,-1.412244898
320,14.47,-0.726530612
321,17.185,-1.183673469
322,19.475,-0.595918367
323,20.505,-1.542857143
324,21.77,-1.248979592
325,21.415,-1.346938776
326,19.26,-0.66122449
327,15.735,-2
328,11.26,-0.889795918
329,11.09,-1.151020408
330,10.615,-0.92244898
331,11.275,-0.4
332,12.91,-1.314285714
333,12.5,-1.771428571
334,13.66,-1.869387755
335,17.365,-0.726530612
336,17.275,-1.444897959
337,13.675,-2
338,16.21,-1.314285714
339,18.28,-0.66122449
340,18.63,-0.66122449
341,19.905,-1.967346939
342,18.67,-1.542857143
343,15.095,-1.902040816
344,11.47,-1.020408163
345,11.3,-1.608163265
346,12.035,-1.706122449
347,9.305,-0.530612245
348,8.805,-1.379591837
349,10.6,-1.151020408
350,11.51,-0.955102041
351,14.185,-1.869387755
352,12.365,-0.824489796
353,10.235,-2
354,10.92,-1.281632653
355,12.44,-1.346938776
356,12.975,-1.73877551
357,11.335,-0.563265306
358,9.955,-0.4
359,8.535,-1.216326531
360,10.18,-1.020408163
361,7.68,-0.66122449
362,9.59,-1.510204082
363,10.28,-1.73877551
364,10.84,-1.934693878
365,8.105,-0.465306122
366,9.245,-1.379591837
367,10.55,-0.759183673
368,13.08,-1.608163265
369,16.51,-1.216326531
370,19.58,-1.510204082
371,19.245,-0.4
372,16.805,-1.248979592
373,16.105,-0.66122449
374,14.275,-1.151020408
375,13.145,-1.020408163
376,13.59,-0.595918367
377,14.33,-1.020408163
378,14.835,-0.563265306
379,15.775,-1.151020408
380,16.5,-0.432653061
381,16.885,-1.085714286
382,16.935,-1.836734694
383,15.98,-1.47755102
384,14.275,-1.706122449
385,15.485,-0.465306122
386,16.03,-0.432653061
387,15.89,-1.608163265
388,18.84,-0.791836735
389,20.135,-0.889795918
390,16.94,-0.759183673
391,16.515,-1.902040816
392,16.42,-0.726530612
393,17.48,-1.640816327
394,15.025,-2
395,14.99,-0.66122449
396,17.095,-1.640816327
397,17.925,-1.47755102
398,17.245,-1.902040816
399,17.49,-1.934693878
400,19.195,-1.379591837
401,17.765,-1.608163265
402,16.395,-1.967346939
403,18.655,-1.640816327
404,18.525,-0.595918367
405,17.48,-1.444897959
406,20.025,-1.542857143
407,21.97,-1.771428571
408,21.68,-0.628571429
409,21.23,-0.595918367
410,19.135,-0.497959184
411,16.85,-1.085714286
412,16.86,-1.444897959
413,16.695,-1.248979592
414,17.885,-1.575510204
415,15.99,-0.955102041
416,14.81,-1.608163265
417,12.52,-1.836734694
418,12.14,-0.4
419,13.955,-0.987755102
420,15.66,-0.791836735
421,14.845,-0.987755102
422,13.145,-1.183673469
423,12.2,-1.346938776
424,10.85,-0.530612245
425,10.095,-1.47755102
426,12.04,-0.66122449
427,14.14,-1.73877551
428,16.17,-0.563265306
429,19.025,-1.804081633
430,20.59,-1.281632653
431,17.69,-0.563265306
432,17.095,-1.151020408
433,19.44,-1.379591837
434,19.215,-0.465306122
435,20.24,-0.4
436,23.535,-1.412244898
437,24.895,-1.314285714
438,25.195,-0.497959184
439,24.07,-0.889795918
440,20.91,-0.791836735
441,17.33,-0.530612245
442,17.67,-0.759183673
443,19.575,-1.771428571
444,18.315,-0.824489796
445,16.625,-1.902040816
446,15.715,-1.836734694
447,17.015,-0.497959184
448,19.91,-0.465306122
449,23.725,-0.465306122
450,24.23,-1.510204082
451,21.695,-0.889795918
452,20.89,-1.673469388
453,20.42,-1.085714286
454,17.97,-1.869387755
455,17.145,-4.267626844
456,16.635,-3.535074054
457,20.355,-3.515717984
458,20.01,-3.421915493
459,15.905,-3.256644437
460,13.765,-2.801032336
461,12.85,-2.224817032
462,13.08,-2.601515926
463,16.185,-2.842722332
464,15.32,-3.22537694
465,16.445,-3.645254758
466,17.86,-3.703322967
467,18.44,-4.114267215
468,17.65,-4.124689714
469,18.885,-3.442760491
470,20.1,-2.943969466
471,20.415,-3.459138704
472,19.895,-4.056199006
473,18.735,-4.285493985
474,16.29,-4.313783625
475,13.845,-3.088395524
476,14.105,-3.214954441
477,13.98,-3.23431051
478,13.53,-3.043727671
479,13.13,-2.54940343
480,15.32,-3.533585126
481,20.64,-4.208069707
482,23.16,-4.814063579
483,24.71,-5.367944957
484,24.41,-5.53619387
485,24.305,-6.07816382
486,20.77,-5.534704942
487,17.7,-4.686015734
488,16.085,-4.188713637
489,14.52,-3.712256538
490,14.945,-3.664610828
491,12.55,-2.899301613
492,10.92,-1.785583144
493,13.125,-2.728074843
494,17.08,-4.272093629
495,19.425,-4.666659664
496,16.185,-4.361429335
497,14.905,-3.231332653
498,13.085,-2.658095206
499,13.51,-1.314595712
500,14.37,-2.133992397
501,15.33,-3.460627632
502,15.395,-3.521673698
503,15.835,-3.806059029
504,16.44,-4.039820793
505,15.265,-3.345980143
506,13.585,-2.957369822
507,15.01,-3.356402642
508,15.28,-3.887950093
509,15.63,-4.269115772
510,17.625,-4.26167113
511,17.88,-4.805130009
512,18.74,-5.169917475
513,20.26,-5.501948516
514,21.08,-5.792289561
515,19.295,-5.714865282
516,19.7,-5.719332068
517,18.955,-5.403679239
518,18.415,-4.948067138
519,17.015,-4.552012175
520,17.18,-4.150001498
521,18.08,-4.757484299
522,21.12,-5.796756346
523,25.12,-6.314903441
524,23.385,-5.691042427
525,20.58,-5.50790423
526,19.57,-5.832490629
527,18.83,-6.405728076
528,18.695,-6.448907
529,21.435,-6.573976989
530,22.92,-6.846450892
531,22.745,-6.62013377
532,22.76,-7.019166591
533,23.775,-7.42862191
534,24.115,-6.847939821
535,23.83,-6.897074459
536,22.425,-6.576954846
537,23.175,-6.74371483
538,23.415,-6.691602335
539,23.75,-6.849428749
540,23.73,-6.828583751
541,24.105,-6.518886637
542,22.95,-7.00129945
543,26.785,-7.279729067
544,26.255,-7.453933694
545,26.31,-7.291640494
546,24.24,-6.700535906
547,24.945,-6.947698026
548,23.57,-7.385442986
549,21.49,-7.383954057
550,20.65,-6.737759117
551,20.625,-6.632045198
552,20.36,-6.71542519
553,20.06,-5.890558837
554,19.17,-5.149072477
555,19.405,-5.015068918
556,20.37,-5.297965321
557,22.165,-6.139209886
558,23.44,-6.709469476
559,22.47,-6.670757337
560,22.05,-6.200255952
561,21.98,-6.361060223
562,23.775,-6.834539465
563,22.535,-5.066116709
564,24.715,-5.491415397
565,23.46,-6.037962752
566,22.115,-6.557598776
567,22.585,-6.227056664
568,23.11,-6.073697035
569,24.195,-6.387860935
570,25.245,-6.90600803
571,23.1,-6.901541244
572,21.795,-6.265768803
573,23.655,-6.429550931
574,24.425,-6.958120525
575,25.365,-7.523234907
576,25.16,-7.255906212
577,23.72,-7.123391581
578,23.795,-7.258884069
579,24.13,-7.238039071
580,25.405,-6.925364099
581,26.905,-7.27675121
582,23.97,-7.182948719
583,22.03,-6.923875171
584,21.545,-6.099008818
585,20.655,-6.37297165
586,21.17,-6.256835232
587,21.435,-6.414661646
588,25.085,-6.968543024
589,27.74,-7.759164023
590,28.805,-8.25646612
591,29.555,-8.347290754
592,28.895,-8.302622901
593,24.705,-7.556669756
594,23.63,-7.236550142
595,22.44,-6.721380904
596,22.825,-6.477196641
597,22.255,-6.645445554
598,23.05,-6.501019496
599,24.315,-6.764559829
600,25.26,-6.999810521
601,25.655,-6.9149416
602,27.8,-7.202304788
603,28.44,-7.520935473
604,29.68,-7.631116177
605,28.275,-7.897634367
606,25.78,-7.385442986
607,23.415,-6.682668765
608,22.405,-5.829512772
609,21.82,-6.005206327
610,20.99,-5.814623487
611,20.765,-5.768466706
612,21.62,-5.472169947
613,25.155,-6.160054884
614,27.68,-6.940253384
615,29.75,-7.37204263
616,30.11,-6.843473036
617,28.98,-6.632045198
618,28.565,-6.780938041
619,28.04,-6.648423411
620,26.065,-6.846450892
621,23.025,-5.89800348
622,20.865,-4.877508844
623,20.305,-4.873620717
624,21.105,-5.073137127
625,24.35,-5.656797073
626,26.12,-6.213656308
627,29.56,-6.600777701
628,25.225,-5.976916687
629,23.67,-5.851846698
630,24.85,-5.978405615
631,26.875,-6.724358761
632,27.27,-7.04894516
633,27.14,-6.984921237
634,26.05,-6.517397708
635,25.64,-6.301503085
636,23.935,-6.276191302
637,24.94,-6.037962752
638,23.77,-5.763999921
639,21.61,-5.318810319
640,21.725,-5.275631394
641,16.98,-4.191691494
642,17.275,-3.731612607
643,19.37,-4.026420437
644,22.165,-4.943600353
645,25.225,-5.967983116
646,28.81,-6.371482722
647,29.525,-5.935226691
648,28.6,-5.64041886
649,27.29,-5.512371015
650,26.495,-5.80271206
651,25.735,-6.070719178
652,22.5,-5.373662631
653,21.13,-5.288527374
654,22.54,-5.214585328
655,20.59,-4.916799641
656,18.815,-3.968352229
657,19.495,-4.170846496
658,20.95,-4.129156499
659,20.525,-3.844771168
660,21.785,-4.398652546
661,23.885,-4.754506442
662,23.245,-4.316761482
663,23.475,-4.552012175
664,22.91,-4.444809328
665,21.475,-4.33760648
666,20.935,-4.28996077
667,22.44,-4.254226488
668,23.545,-4.388230047
669,22.39,-3.954951873
670,17.645,-3.402559423
671,13.625,-2.396043802
672,13.87,-1.535443167
673,14.505,-1.455041031
674,16.68,-2.040189906
675,19.145,-2.678940204
676,17.53,-2.312663809
677,14.745,-1.82727314
678,13.355,-1.761760289
679,14.925,-1.533954238
680,16.215,-1.724537078
681,18.125,-2.407955229
682,17.66,-1.994033124
683,13.95,-1.522042811
684,11.635,-1.412244898
685,14.47,-0.726530612
686,17.185,-1.183673469
687,19.475,-0.595918367
688,20.505,-1.542857143
689,21.77,-1.248979592
690,21.415,-1.346938776
691,19.26,-0.66122449
692,15.735,-2
693,11.26,-0.889795918
694,11.09,-1.151020408
695,10.615,-0.92244898
696,11.275,-0.4
697,12.91,-1.314285714
698,12.5,-1.771428571
699,13.66,-1.869387755
700,17.365,-0.726530612
701,17.275,-1.444897959
702,13.675,-2
703,16.21,-1.314285714
704,18.28,-0.66122449
705,18.63,-0.66122449
706,19.905,-1.967346939
707,18.67,-1.542857143
708,15.095,-1.902040816
709,11.47,-1.020408163
710,11.3,-1.608163265
711,12.035,-1.706122449
712,9.305,-0.530612245
713,8.805,-1.379591837
714,10.6,-1.151020408
715,11.51,-0.955102041
716,14.185,-1.869387755
717,12.365,-0.824489796
718,10.235,-2
719,10.92,-1.281632653
720,12.44,-1.346938776
721,12.975,-1.73877551
722,11.335,-0.563265306
723,9.955,-0.4
724,8.535,-1.216326531
725,10.18,-1.020408163
726,7.68,-0.66122449
727,9.59,-1.510204082
728,10.28,-1.73877551
729,10.84,-1.934693878
730,8.105,-0.465306122
731,9.245,-1.379591837
732,10.55,-0.759183673
733,13.08,-1.608163265
734,16.51,-1.216326531
735,19.58,-1.510204082
736,19.245,-0.4
737,16.805,-1.248979592
738,16.105,-0.66122449
739,14.275,-1.151020408
740,13.145,-1.020408163
741,13.59,-0.595918367
742,14.33,-1.020408163
743,14.835,-0.563265306
744,15.775,-1.151020408
745,16.5,-0.432653061
746,16.885,-1.085714286
747,16.935,-1.836734694
748,15.98,-1.47755102
749,14.275,-1.706122449
750,15.485,-0.465306122
751,16.03,-0.432653061
752,15.89,-1.608163265
753,18.84,-0.791836735
754,20.135,-0.889795918
755,16.94,-0.759183673
756,16.515,-1.902040816
757,16.42,-0.726530612
758,17.48,-1.640816327
759,15.025,-2
760,14.99,-0.66122449
761,17.095,-1.640816327
762,17.925,-1.47755102
763,17.245,-1.902040816
764,17.49,-1.934693878
765,19.195,-1.379591837
766,17.765,-1.608163265
767,16.395,-1.967346939
768,18.655,-1.640816327
769,18.525,-0.595918367
770,17.48,-1.444897959
771,20.025,-1.542857143
772,21.97,-1.771428571
773,21.68,-0.628571429
774,21.23,-0.595918367
775,19.135,-0.497959184
776,16.85,-1.085714286
777,16.86,-1.444897959
778,16.695,-1.248979592
779,17.885,-1.575510204
780,15.99,-0.955102041
781,14.81,-1.608163265
782,12.52,-1.836734694
783,12.14,-0.4
784,13.955,-0.987755102
785,15.66,-0.791836735
786,14.845,-0.987755102
787,13.145,-1.183673469
788,12.2,-1.346938776
789,10.85,-0.530612245
790,10.095,-1.47755102
791,12.04,-0.66122449
792,14.14,-1.73877551
793,16.17,-0.563265306
794,19.025,-1.804081633
795,20.59,-1.281632653
796,17.69,-0.563265306
797,17.095,-1.151020408
798,19.44,-1.379591837
799,19.215,-0.465306122
800,20.24,-0.4
801,23.535,-1.412244898
802,24.895,-1.314285714
803,25.195,-0.497959184
804,24.07,-0.889795918
805,20.91,-0.791836735
806,17.33,-0.530612245
807,17.67,-0.759183673
808,19.575,-1.771428571
809,18.315,-0.824489796
810,16.625,-1.902040816
811,15.715,-1.836734694
812,17.015,-0.497959184
813,19.91,-0.465306122
814,23.725,-0.465306122
815,24.23,-1.510204082
816,21.695,-0.889795918
817,20.89,-1.673469388
818,20.42,-1.085714286
819,17.97,-1.869387755
820,17.145,-4.267626844
821,16.635,-3.535074054
822,20.355,-3.515717984
823,20.01,-3.421915493
824,15.905,-3.256644437
825,13.765,-2.801032336
826,12.85,-2.224817032
827,13.08,-2.601515926
828,16.185,-2.842722332
829,15.32,-3.22537694
830,16.445,-3.645254758
831,17.86,-3.703322967
832,18.44,-4.114267215
833,17.65,-4.124689714
834,18.885,-3.442760491
835,20.1,-2.943969466
836,20.415,-3.459138704
837,19.895,-4.056199006
838,18.735,-4.285493985
839,16.29,-4.313783625
840,13.845,-3.088395524
841,14.105,-3.214954441
842,13.98,-3.23431051
843,13.53,-3.043727671
844,13.13,-2.54940343
845,15.32,-3.533585126
846,20.64,-4.208069707
847,23.16,-4.814063579
848,24.71,-5.367944957
849,24.41,-5.53619387
850,24.305,-6.07816382
851,20.77,-5.534704942
852,17.7,-4.686015734
853,16.085,-4.188713637
854,14.52,-3.712256538
855,14.945,-3.664610828
856,12.55,-2.899301613
857,10.92,-1.785583144
858,13.125,-2.728074843
859,17.08,-4.272093629
860,19.425,-4.666659664
861,16.185,-4.361429335
862,14.905,-3.231332653
863,13.085,-2.658095206
864,13.51,-1.314595712
865,14.37,-2.133992397
866,15.33,-3.460627632
867,15.395,-3.521673698
868,15.835,-3.806059029
869,16.44,-4.039820793
870,15.265,-3.345980143
871,13.585,-2.957369822
872,15.01,-3.356402642
873,15.28,-3.887950093
874,15.63,-4.269115772
875,17.625,-4.26167113
876,17.88,-4.805130009
877,18.74,-5.169917475
878,20.26,-5.501948516
879,21.08,-5.792289561
880,19.295,-5.714865282
881,19.7,-5.719332068
882,18.955,-5.403679239
883,18.415,-4.948067138
884,17.015,-4.552012175
885,17.18,-4.150001498
886,18.08,-4.757484299
887,21.12,-5.796756346
888,25.12,-6.314903441
889,23.385,-5.691042427
890,20.58,-5.50790423
891,19.57,-5.832490629
892,18.83,-6.405728076
893,18.695,-6.448907
894,21.435,-6.573976989
895,22.92,-6.846450892
896,22.745,-6.62013377
897,22.76,-7.019166591
898,23.775,-7.42862191
899,24.115,-6.847939821
900,23.83,-6.897074459
901,22.425,-6.576954846
902,23.175,-6.74371483
903,23.415,-6.691602335
904,23.75,-6.849428749
905,23.73,-6.828583751
906,24.105,-6.518886637
907,22.95,-7.00129945
908,26.785,-7.279729067
909,26.255,-7.453933694
910,26.31,-7.291640494
911,24.24,-6.700535906
912,24.945,-6.947698026
913,23.57,-7.385442986
914,21.49,-7.383954057
915,20.65,-6.737759117
916,20.625,-6.632045198
917,20.36,-6.71542519
918,20.06,-5.890558837
919,19.17,-5.149072477
920,19.405,-5.015068918
921,20.37,-5.297965321
922,22.165,-6.139209886
923,23.44,-6.709469476
924,22.47,-6.670757337
925,22.05,-6.200255952
926,21.98,-6.361060223
927,23.775,-6.834539465
928,22.535,-5.066116709
929,24.715,-5.491415397
930,23.46,-6.037962752
931,22.115,-6.557598776
932,22.585,-6.227056664
933,23.11,-6.073697035
934,24.195,-6.387860935
935,25.245,-6.90600803
936,23.1,-6.901541244
937,21.795,-6.265768803
938,23.655,-6.429550931
939,24.425,-6.958120525
940,25.365,-7.523234907
941,25.16,-7.255906212
942,23.72,-7.123391581
943,23.795,-7.258884069
944,24.13,-7.238039071
945,25.405,-6.925364099
946,26.905,-7.27675121
947,23.97,-7.182948719
948,22.03,-6.923875171
949,21.545,-6.099008818
950,20.655,-6.37297165
951,21.17,-6.256835232
952,21.435,-6.414661646
953,25.085,-6.968543024
954,27.74,-7.759164023
955,28.805,-8.25646612
956,29.555,-8.347290754
957,28.895,-8.302622901
958,24.705,-7.556669756
959,23.63,-7.236550142
960,22.44,-6.721380904
961,22.825,-6.477196641
962,22.255,-6.645445554
963,23.05,-6.501019496
964,24.315,-6.764559829
965,25.26,-6.999810521
966,25.655,-6.9149416
967,27.8,-7.202304788
968,28.44,-7.520935473
969,29.68,-7.631116177
970,28.275,-7.897634367
971,25.78,-7.385442986
972,23.415,-6.682668765
973,22.405,-5.829512772
974,21.82,-6.005206327
975,20.99,-5.814623487
976,20.765,-5.768466706
977,21.62,-5.472169947
978,25.155,-6.160054884
979,27.68,-6.940253384
980,29.75,-7.37204263
981,30.11,-6.843473036
982,28.98,-6.632045198
983,28.565,-6.780938041
984,28.04,-6.648423411
985,26.065,-6.846450892
986,23.025,-5.89800348
987,20.865,-4.877508844
988,20.305,-4.873620717
989,21.105,-5.073137127
990,24.35,-5.656797073
991,26.12,-6.213656308
992,29.56,-6.600777701
993,25.225,-5.976916687
994,23.67,-5.851846698
995,24.85,-5.978405615
996,26.875,-6.724358761
997,27.27,-7.04894516
998,27.14,-6.984921237
999,26.05,-6.517397708
1000,25.64,-6.301503085
1001,23.935,-6.276191302
1002,24.94,-6.037962752
1003,23.77,-5.763999921
1004,21.61,-5.318810319
1005,21.725,-5.275631394
1006,16.98,-4.191691494
1007,17.275,-3.731612607
1008,19.37,-4.026420437
1009,22.165,-4.943600353
1010,25.225,-5.967983116
1011,28.81,-6.371482722
1012,29.525,-5.935226691
1013,28.6,-5.64041886
1014,27.29,-5.512371015
1015,26.495,-5.80271206
1016,25.735,-6.070719178
1017,22.5,-5.373662631
1018,21.13,-5.288527374
1019,22.54,-5.214585328
1020,20.59,-4.916799641
1021,18.815,-3.968352229
1022,19.495,-4.170846496
1023,20.95,-4.129156499
1024,20.525,-3.844771168
1025,21.785,-4.398652546
1026,23.885,-4.754506442
1027,23.245,-4.316761482
1028,23.475,-4.552012175
1029,22.91,-4.444809328
1030,21.475,-4.33760648
1031,20.935,-4.28996077
1032,22.44,-4.254226488
1033,23.545,-4.388230047
1034,22.39,-3.954951873
1035,17.645,-3.402559423
1036,13.625,-2.396043802
1037,13.87,-1.535443167
1038,14.505,-1.455041031
1039,16.68,-2.040189906
1040,19.145,-2.678940204
1041,17.53,-2.312663809
1042,14.745,-1.82727314
1043,13.355,-1.761760289
1044,14.925,-1.533954238
1045,16.215,-1.724537078
1046,18.125,-2.407955229
1047,17.66,-1.994033124
1048,13.95,-1.522042811
1049,11.635,-1.412244898
1050,14.47,-0.726530612
1051,17.185,-1.183673469
1052,19.475,-0.595918367
1053,20.505,-1.542857143
1054,21.77,-1.248979592
1055,21.415,-1.346938776
1056,19.26,-0.66122449
1057,15.735,-2
1058,11.26,-0.889795918
1059,11.09,-1.151020408
1060,10.615,-0.92244898
1061,11.275,-0.4
1062,12.91,-1.314285714
1063,12.5,-1.771428571
1064,13.66,-1.869387755
1065,17.365,-0.726530612
1066,17.275,-1.444897959
1067,13.675,-2
1068,16.21,-1.314285714
1069,18.28,-0.66122449
1070,18.63,-0.66122449
1071,19.905,-1.967346939
1072,18.67,-1.542857143
1073,15.095,-1.902040816
1074,11.47,-1.020408163
