,file,Taxa,Uptake_Gene,Enz_Gene,Osmo_Gene,Uptake_Cost,Enz_Consti_Cost,Enz_Induci_Cost,Osmo_Consti_Cost,Osmo_Induci_Cost,Drought_tolerance,Avg_Abund
18,grass_grid46819_microbe1014_all.pickle,18,12,23,1,0.0586499236524105,8.68377610458992e-05,6.99052907293662e-05,4.5454498831532e-07,0.0114717688411474,0,547.6751
19,grass_grid46819_microbe1014_all.pickle,19,12,32,1,0.0954964682459831,7.00337186572142e-05,9.95700538624078e-05,3.73387649688084e-07,0.0895830914378166,0.887953281402588,9122.589
20,grass_grid46819_microbe1014_all.pickle,20,11,17,1,0.0900735631585121,9.22424442251213e-05,7.19227900844999e-05,9.10191602088162e-07,0.0932803675532341,0.929983139038086,7766.754
21,grass_grid46819_microbe1014_all.pickle,21,10,9,1,0.083176426589489,1.47895862028236e-05,2.07630273507675e-05,9.60694933382911e-07,0.0651524364948273,0.610230684280396,4022.2085
22,grass_grid46819_microbe1014_all.pickle,22,12,19,1,0.0691538080573082,7.85432348493487e-05,3.12418706016615e-05,4.73981629056652e-07,0.0299378838390112,0.209918960928917,2120.4373
23,grass_grid46819_microbe1014_all.pickle,23,12,16,1,0.0712233036756516,8.33772646728903e-05,5.34202154085506e-05,8.27627388844121e-07,0.0568323396146297,0.515649557113647,2330.4124
24,grass_grid46819_microbe1014_all.pickle,24,12,33,1,0.0882051140069962,5.24445677001495e-05,9.45354768191464e-05,6.65655363718543e-07,0.0564615987241268,0.511435091495514,5989.2676
25,grass_grid46819_microbe1014_all.pickle,25,12,28,1,0.0610210224986076,7.81827766331844e-05,6.55866388115101e-05,5.95420715399086e-07,0.0703842863440514,0.669705271720886,1876.7291
26,grass_grid46819_microbe1023_all.pickle,1,12,33,1,0.0620041862130165,6.43438906990923e-05,1.8780339814839e-05,6.67130279907724e-07,0.0957397520542145,0.965875267982483,4735.7207
27,grass_grid46819_microbe1023_all.pickle,2,9,0,1,0.0777557790279388,7.8087869042065e-05,7.58888272684999e-05,7.45760871723178e-07,0.0106720831245184,0,614.4855
28,grass_grid46819_microbe1023_all.pickle,3,12,26,1,0.0603247620165348,4.66813471575733e-05,8.46528855618089e-05,5.69325493415818e-07,0.0339831411838531,0.264678388834,761.21936
29,grass_grid46819_microbe1023_all.pickle,4,12,34,1,0.093331091105938,7.42584015824832e-05,9.76634109974839e-05,1.63613620429715e-07,0.046148058027029,0.402801305055618,6613.379
30,grass_grid46819_microbe1023_all.pickle,5,12,28,1,0.0748966485261917,2.35326206166064e-05,9.25968633964658e-05,8.18752994291572e-07,0.087560661137104,0.873008191585541,6850.013
31,grass_grid46819_microbe1023_all.pickle,6,10,7,1,0.070834293961525,5.68640170968138e-05,5.76735765207559e-05,6.28974532901339e-07,0.0892583578824997,0.892284214496613,57.82743
32,grass_grid46819_microbe1023_all.pickle,7,12,28,1,0.0918982475996017,4.41436313849408e-05,4.15785361838061e-05,9.8870771125803e-07,0.0543199479579926,0.495586544275284,6405.5083
33,grass_grid46819_microbe1023_all.pickle,8,12,9,1,0.0519361309707165,3.80339661205653e-05,2.83540321106557e-05,4.30936154316441e-07,0.0165368113666773,0.0665892958641052,137.33893
34,grass_grid46819_microbe1023_all.pickle,9,5,1,1,0.0731429532170296,3.09106799250003e-05,4.45834157289937e-05,4.13910157703867e-07,0.058973953127861,0.548429012298584,4.238232
35,grass_grid46819_microbe1023_all.pickle,10,12,26,1,0.089940570294857,1.67827729455894e-05,9.51704714680091e-05,2.76591293868478e-07,0.0810496807098389,0.799081265926361,8509.458
36,grass_grid46819_microbe1023_all.pickle,11,12,15,1,0.0521201975643635,8.86810594238341e-05,8.82714666659012e-05,8.30212059099722e-07,0.0619739778339863,0.582491934299469,259.0873
37,grass_grid46819_microbe1023_all.pickle,12,12,30,1,0.0651256814599037,3.51926319126505e-05,2.36175947065931e-05,4.66332153337135e-07,0.0987452268600464,1,6130.469
38,grass_grid46819_microbe1023_all.pickle,13,12,16,1,0.0988963693380356,8.19870183477178e-05,6.24111853539944e-05,3.11016208343062e-07,0.0716169103980064,0.691979706287384,8041.898
39,grass_grid46819_microbe1023_all.pickle,14,11,20,1,0.055890154093504,2.05910455406411e-05,5.09973942826036e-05,5.61479168936785e-07,0.0759396329522133,0.741060733795166,470.7216
40,grass_grid46819_microbe1023_all.pickle,15,5,1,1,0.0578814074397087,5.0538841605885e-05,2.5297500542365e-05,8.69932307523413e-07,0.0848093777894974,0.841769576072693,28.951021
41,grass_grid46819_microbe1023_all.pickle,16,12,23,1,0.0804580226540565,8.23072623461485e-05,3.51335002051201e-05,9.58115037974494e-07,0.0642818585038185,0.608696043491364,6959.7876
42,grass_grid46819_microbe1023_all.pickle,17,9,4,1,0.0589950531721115,2.50089815381216e-05,1.71789106389042e-05,3.30277288185243e-07,0.0300628393888474,0.220166504383087,371.34662
43,grass_grid46819_microbe1023_all.pickle,18,8,6,1,0.0846918895840645,5.42097368452232e-05,7.00543168932199e-05,3.58848438963832e-07,0.0681841522455215,0.653003454208374,4969.716
44,grass_grid46819_microbe1023_all.pickle,19,12,31,1,0.086938239634037,6.80802695569582e-05,6.62433740217239e-05,7.79845152010239e-07,0.0387596897780895,0.318912267684937,5510.8813
45,grass_grid46819_microbe1023_all.pickle,20,12,20,1,0.0698054805397987,1.35539421535213e-05,7.3614704888314e-05,9.00118038771325e-07,0.0411953181028366,0.346566885709763,1393.937
46,grass_grid46819_microbe1023_all.pickle,21,12,9,1,0.079811803996563,6.05459063081071e-05,5.50002296222374e-05,5.03576643495762e-07,0.0452433042228222,0.392528563737869,2981.9155
47,grass_grid46819_microbe1023_all.pickle,22,12,35,1,0.067971371114254,8.9838242274709e-05,1.17292174763861e-05,7.09686389654962e-07,0.0255755018442869,0.169216379523277,1334.1853
48,grass_grid46819_microbe1023_all.pickle,23,11,11,1,0.0961161926388741,9.51185429585166e-05,4.93646621180233e-05,1.02573416427276e-07,0.0179922394454479,0.0831145122647285,6387.6177
49,grass_grid46819_microbe1023_all.pickle,24,12,17,1,0.0957333147525787,9.91677734418772e-05,8.07970864116214e-05,1.74465640156996e-07,0.0520399175584316,0.469698667526245,7022.0957
50,grass_grid46819_microbe1023_all.pickle,25,12,31,1,0.0837549194693565,4.20300748373847e-05,3.75727249775082e-05,2.36801469100101e-07,0.0225383620709181,0.134732097387314,4487.5435
51,grass_grid46819_microbe11089_all.pickle,1,12,29,1,0.0569787323474884,5.69563271710649e-05,8.44886162667535e-05,8.6105660557223e-07,0.0585009604692459,0.528075873851776,1368.8507
52,grass_grid46819_microbe11089_all.pickle,2,12,18,1,0.0643676444888115,3.23833264701534e-05,1.51765807459014e-05,3.34211762265113e-07,0.0126472022384405,0,739.1679
53,grass_grid46819_microbe11089_all.pickle,3,12,15,1,0.0588314086198807,9.87636958598159e-05,7.87996759754606e-05,3.09126846786967e-07,0.0734974071383476,0.700782835483551,1723.9681
54,grass_grid46819_microbe11089_all.pickle,4,11,19,1,0.0909985229372978,7.92144201113842e-05,1.24684402180719e-05,9.43250086038461e-07,0.0143912676721811,0.020085571333766,3662.6223
55,grass_grid46819_microbe11089_all.pickle,5,12,29,1,0.0683186277747154,5.20650355610996e-05,1.79062826646259e-05,5.2788408311244e-07,0.0320848636329174,0.223854288458824,1988.6951
56,grass_grid46819_microbe11089_all.pickle,6,12,21,1,0.070209763944149,8.73595345183276e-05,3.63858343916945e-05,5.74615341975004e-07,0.0410921610891819,0.32758703827858,4321.4746
57,grass_grid46819_microbe11089_all.pickle,7,12,16,1,0.0824964940547943,6.32456503808498e-05,8.95039411261678e-05,4.23862530851693e-07,0.0636234283447266,0.587068915367126,7313.2617
58,grass_grid46819_microbe11089_all.pickle,8,12,15,1,0.0968459025025368,2.71152657660423e-05,5.12855112901889e-05,4.567808957745e-07,0.0473373979330063,0.399510443210602,6972.905
59,grass_grid46819_microbe11089_all.pickle,9,12,34,1,0.0950481295585632,9.21446262509562e-05,8.85091503732838e-05,1.71433356399575e-07,0.0178017634898424,0.0593626275658607,6217.303
60,grass_grid46819_microbe11089_all.pickle,10,11,14,1,0.0632303133606911,5.44522481504828e-05,9.62408885243349e-05,9.89564227893425e-07,0.0249194707721472,0.141333878040314,241.8918
61,grass_grid46819_microbe11089_all.pickle,11,10,14,1,0.0612778142094612,3.56562122760806e-05,4.78342153655831e-05,8.9221941834694e-07,0.0792073011398315,0.766540944576263,1231.2648
62,grass_grid46819_microbe11089_all.pickle,12,12,18,1,0.0996754169464111,6.84682308929041e-05,6.6894746851176e-05,8.47525313929509e-07,0.0424225628376007,0.342908650636673,7270.9473
63,grass_grid46819_microbe11089_all.pickle,13,12,12,1,0.0762680619955063,9.48862943914719e-05,7.40471368771978e-05,6.60551734199544e-07,0.0307585820555687,0.208580136299133,836.68475
64,grass_grid46819_microbe11089_all.pickle,14,12,4,1,0.0511133521795273,4.32915185228921e-05,4.13318739447277e-05,2.53125477911453e-07,0.0220553576946259,0.108349248766899,219.04051
65,grass_grid46819_microbe11089_all.pickle,15,6,3,1,0.0526039972901344,1.47503060361487e-05,2.87132206722163e-05,7.58652220156364e-07,0.0822624936699867,0.801726162433624,5.610524
66,grass_grid46819_microbe11089_all.pickle,16,6,2,1,0.0674923211336136,4.70055347250309e-05,2.37915301113389e-05,6.92055664330837e-07,0.0513515658676624,0.44573974609375,3.4965856
67,grass_grid46819_microbe11089_all.pickle,17,12,34,1,0.0744113624095917,2.29249126277864e-05,3.16046898660716e-05,4.72735081302744e-07,0.0541522800922394,0.477994203567505,3943.0579
68,grass_grid46819_microbe11089_all.pickle,18,12,35,1,0.0723055079579353,2.93892226181924e-05,2.67211980826687e-05,5.38175413566933e-07,0.0994789600372314,1,10012.524
69,grass_grid46819_microbe11089_all.pickle,19,11,15,1,0.0546949654817581,7.38777016522363e-05,5.41707886441145e-05,2.03907177365181e-07,0.0708622261881828,0.670434713363647,739.915
70,grass_grid46819_microbe11089_all.pickle,20,12,26,1,0.080175906419754,4.01937868446112e-05,7.52827327232808e-05,1.04940454548341e-07,0.0643886476755142,0.595881581306458,6697.0107
71,grass_grid46819_microbe11089_all.pickle,21,4,1,1,0.0793578773736954,1.2869264537585e-05,6.37550401734188e-05,6.19969398485409e-07,0.0922898575663567,0.917206525802612,21.210836
72,grass_grid46819_microbe11089_all.pickle,22,10,20,1,0.0887404158711433,6.55494295642711e-05,4.51985033578239e-05,3.85069711228425e-07,0.096211351454258,0.962368488311768,63.828907
73,grass_grid46819_microbe11089_all.pickle,23,10,11,1,0.0864959880709648,2.04037041839911e-05,5.80398555030115e-05,2.08494981279728e-07,0.0373114980757236,0.284046947956085,3959.4185
74,grass_grid46819_microbe11089_all.pickle,24,12,16,1,0.0853515937924385,8.53973688208498e-05,9.93668072624132e-05,8.12664666227647e-07,0.0777949765324593,0.750275909900665,7962.419
75,grass_grid46819_microbe11089_all.pickle,25,12,38,1,0.0933027863502502,7.5923278927803e-05,6.77615680615418e-05,7.28506336145074e-07,0.0862943455576897,0.848159074783325,7797.842
76,grass_grid46819_microbe1114_all.pickle,1,12,13,1,0.0868769660592079,6.75219780532643e-05,5.41884837730322e-05,8.66907953422924e-07,0.081381119787693,0.820367813110352,6654.417
77,grass_grid46819_microbe1114_all.pickle,2,12,14,1,0.0995000749826431,8.49827556521632e-05,5.92554752074648e-05,2.08708058835327e-07,0.096408911049366,1,12003.544
78,grass_grid46819_microbe1114_all.pickle,3,12,37,1,0.0938869416713715,9.44828352658078e-05,3.67267966794316e-05,2.06008323289097e-07,0.0447136498987675,0.382069319486618,7050.0117
79,grass_grid46819_microbe1114_all.pickle,4,12,29,1,0.057762261480093,5.74759687879123e-05,8.08993063401431e-05,2.79193216101703e-07,0.0499046109616756,0.444118618965149,1071.7924
80,grass_grid46819_microbe1114_all.pickle,5,11,9,1,0.0771245807409286,8.05707750259899e-05,7.5369949627202e-05,4.63500498426583e-07,0.0688976272940636,0.671148419380188,1130.3627
81,grass_grid46819_microbe1114_all.pickle,6,11,6,1,0.0632932335138321,6.95554335834458e-05,6.91110617481172e-05,3.84478596515692e-07,0.0621985793113708,0.591072499752045,1602.1365
82,grass_grid46819_microbe1114_all.pickle,7,9,6,1,0.0819239020347595,4.35232759627979e-05,1.27627408801345e-05,9.54694542087964e-07,0.0199916232377291,0.0865587368607521,223.36877
83,grass_grid46819_microbe1114_all.pickle,8,12,29,1,0.0836671590805054,1.37847682708525e-05,4.22933990193997e-05,7.98905318788456e-07,0.0727784112095833,0.717536747455597,5723.6206
84,grass_grid46819_microbe1114_all.pickle,9,12,23,1,0.0892438888549805,1.32409359139274e-05,8.58459970913827e-05,9.04671537682589e-07,0.0841330513358116,0.853262543678284,9715.653
85,grass_grid46819_microbe1114_all.pickle,10,12,13,1,0.0856198742985725,9.69755055848509e-05,3.36287885147613e-05,5.77381513267028e-07,0.0570518411695957,0.529551804065704,3058.0627
86,grass_grid46819_microbe1114_all.pickle,11,12,20,1,0.0736343488097191,4.04263591917697e-05,7.35273570171557e-05,6.87968451984489e-07,0.0491389036178589,0.434965848922729,1781.7694
87,grass_grid46819_microbe1114_all.pickle,12,12,18,1,0.0787932649254799,3.05534522340167e-05,1.41168411573744e-05,2.82563803466473e-07,0.0311077311635017,0.219433262944221,3086.7927
88,grass_grid46819_microbe1114_all.pickle,13,11,23,1,0.0598160848021507,6.22733205091208e-05,4.66843230242375e-05,6.14831776601932e-07,0.0554004199802876,0.509811818599701,706.50665
89,grass_grid46819_microbe1114_all.pickle,14,10,3,1,0.0662067979574203,7.23662524251267e-05,8.37257466628216e-05,7.63161381200916e-07,0.0349390022456646,0.26522970199585,185.6368
90,grass_grid46819_microbe1114_all.pickle,15,12,17,1,0.0708102062344551,2.31831709243124e-05,2.74536669166991e-05,5.54083896986413e-07,0.0859634280204773,0.875141680240631,4610.6094
91,grass_grid46819_microbe1114_all.pickle,16,11,9,1,0.0689785107970238,4.81721908727195e-05,2.20993679249659e-05,1.21909309314105e-07,0.0156060373410583,0.0341363735496998,863.0564
92,grass_grid46819_microbe1114_all.pickle,17,7,1,1,0.0748886540532112,5.00103706144728e-05,4.32127526437398e-05,7.21239018730557e-07,0.0382770970463753,0.305131077766418,3.6691613
93,grass_grid46819_microbe1114_all.pickle,18,7,0,1,0.0959363281726837,5.62910463486332e-05,9.14086267584935e-05,6.52747417007049e-07,0.0410250686109066,0.337978482246399,49.752674
94,grass_grid46819_microbe1114_all.pickle,19,12,21,1,0.0549039952456951,9.20459133340046e-05,1.95337506738724e-05,4.35023963518688e-07,0.0649511739611626,0.623975157737732,316.89188
95,grass_grid46819_microbe1114_all.pickle,20,12,30,1,0.0517201721668243,1.8617221940076e-05,6.66111154714599e-05,3.17705200814089e-07,0.0277041997760534,0.178749725222588,295.04117
96,grass_grid46819_microbe1114_all.pickle,21,12,36,1,0.0919973403215408,7.66910598031245e-05,5.26708536199294e-05,9.72725729297963e-07,0.0127502335235476,0,6516.7314
97,grass_grid46819_microbe1114_all.pickle,22,12,35,1,0.053092285990715,2.69159972958732e-05,9.31887698243372e-05,3.94454929164567e-07,0.0946195051074028,0.978610634803772,1685.6927
98,grass_grid46819_microbe1114_all.pickle,23,11,17,1,0.0977631881833076,3.5094162740279e-05,2.97992519335821e-05,8.31219551855611e-07,0.0755101293325424,0.750189900398254,7228.8643
99,grass_grid46819_microbe1114_all.pickle,24,4,1,1,0.0650863721966743,8.76495032571256e-05,9.9955839687027e-05,1.59280872935597e-07,0.0905046686530113,0.929424643516541,52.348618
100,grass_grid46819_microbe1114_all.pickle,25,11,14,1,0.0617903843522072,3.87022155337036e-05,6.11966170254163e-05,5.15397800882056e-07,0.0238365009427071,0.132517844438553,824.2096
101,grass_grid46819_microbe1209_all.pickle,1,12,31,1,0.0835909023880959,6.44428509986028e-05,2.99008224828867e-05,1.75758756881805e-07,0.0313102528452873,0.212304681539536,4609.8755
102,grass_grid46819_microbe1209_all.pickle,2,12,22,1,0.0663517117500305,4.20747965108603e-05,8.10346682555974e-05,3.53231854433034e-07,0.0207839421927929,0.0867925062775612,1028.4803
103,grass_grid46819_microbe1209_all.pickle,3,12,29,1,0.0902921631932259,3.28415844705887e-05,6.47772467345931e-05,7.99614383595326e-07,0.0893632769584656,0.904509305953979,9875.602
104,grass_grid46819_microbe1209_all.pickle,4,12,20,1,0.0724398866295815,9.39788951654918e-05,7.16543872840703e-05,3.98392813849568e-07,0.014574090950191,0.0127483382821083,881.98773
105,grass_grid46819_microbe1209_all.pickle,5,12,29,1,0.0529959425330162,4.29511928814463e-05,6.95042763254605e-05,9.10611390736449e-07,0.0623225905001163,0.582085371017456,703.00684
106,grass_grid46819_microbe1209_all.pickle,6,12,8,1,0.058116503059864,5.55318729311693e-05,1.67576108651701e-05,8.64787921273091e-07,0.0814315527677536,0.809934139251709,2163.5261
107,grass_grid46819_microbe1209_all.pickle,7,12,38,1,0.0712597966194153,1.54452354763635e-05,8.56908445712179e-05,7.00839962064492e-07,0.0716532915830612,0.693341434001923,3124.6443
108,grass_grid46819_microbe1209_all.pickle,8,11,14,1,0.0751978680491447,5.84210320084821e-05,3.35383992933203e-05,5.69991925658542e-07,0.0461029708385468,0.388688027858734,3274.1946
109,grass_grid46819_microbe1209_all.pickle,9,12,17,1,0.0652568116784096,7.96928361523896e-05,4.2123552702833e-05,2.45286372546616e-07,0.0579058304429054,0.529421329498291,1140.6001
110,grass_grid46819_microbe1209_all.pickle,10,12,32,1,0.094112865626812,8.41746223159134e-05,5.54838552488945e-05,2.34002584420523e-07,0.0322783142328262,0.223847523331642,5896.366
111,grass_grid46819_microbe1209_all.pickle,11,12,15,1,0.0933507606387138,7.47370286262594e-05,7.69743055570871e-05,9.55738869379275e-07,0.0135049279779196,0,5092.048
112,grass_grid46819_microbe1209_all.pickle,12,8,8,1,0.0762335285544395,6.17182449786924e-05,5.91126190556679e-05,4.38019355897268e-07,0.0973717793822289,1,699.7188
113,grass_grid46819_microbe1209_all.pickle,13,12,24,1,0.0804606303572655,2.16223361348966e-05,6.21662329649553e-05,6.5959835637841e-07,0.0232488811016083,0.11618360877037,1588.7933
114,grass_grid46819_microbe1209_all.pickle,14,12,34,1,0.0576059259474277,9.65580911724828e-05,1.81574450834887e-05,5.18897138590546e-07,0.0415575727820396,0.334490269422531,1328.5914
115,grass_grid46819_microbe1209_all.pickle,15,12,13,1,0.0699498131871223,7.54337306716479e-05,1.02337799035013e-05,1.36710923470673e-07,0.0518948026001453,0.457747936248779,2344.484
116,grass_grid46819_microbe1209_all.pickle,16,12,30,1,0.0981466695666313,6.9188216002658e-05,3.76007774320897e-05,8.22417973722622e-07,0.0839931517839432,0.840477764606476,8788.28
117,grass_grid46819_microbe1209_all.pickle,17,12,9,1,0.0506208166480064,5.20521207363345e-05,4.51334708486684e-05,3.51486136196399e-07,0.0554062202572823,0.499616831541061,403.77676
118,grass_grid46819_microbe1209_all.pickle,18,12,14,1,0.088821716606617,2.68031617451925e-05,8.21134817670099e-05,5.35921799382777e-07,0.0677461177110672,0.64675360918045,6230.633
119,grass_grid46819_microbe1209_all.pickle,19,12,36,1,0.0548340901732445,4.80929666082375e-05,4.67447825940326e-05,2.80280858078186e-07,0.0256999675184488,0.145409539341927,217.97296
120,grass_grid46819_microbe1209_all.pickle,20,12,22,1,0.0971008241176605,1.7359277990181e-05,5.08952216478065e-05,7.80168534220138e-07,0.0881076231598854,0.889537334442139,10132.356
121,grass_grid46819_microbe1209_all.pickle,21,12,33,1,0.0846390798687935,1.23843701658188e-05,9.34224735829048e-05,1.3242831187199e-07,0.0941648781299591,0.961762011051178,10305.746
122,grass_grid46819_microbe1209_all.pickle,22,12,35,1,0.0610189847648144,3.58647193934303e-05,2.49403456109576e-05,7.15181158739142e-07,0.0447292290627956,0.372308015823364,986.51654
123,grass_grid46819_microbe1209_all.pickle,23,11,5,1,0.0866228044033051,8.83555185282603e-05,9.73726346273907e-05,6.18555134224152e-07,0.0756807252764702,0.741363167762756,4683.705
124,grass_grid46819_microbe1209_all.pickle,24,12,9,1,0.0796402022242546,3.10757568513509e-05,2.21329300984507e-05,9.74365093497909e-07,0.0377851240336895,0.289508849382401,2076.061
125,grass_grid46819_microbe1209_all.pickle,25,12,21,1,0.0623992644250393,9.02136016520672e-05,8.99224323802628e-05,4.89598107833444e-07,0.065668135881424,0.621976435184479,2480.1616
126,grass_grid46819_microbe1210_all.pickle,1,12,14,1,0.0838104039430618,7.60125549277291e-05,3.81854515580926e-05,4.91462174068147e-07,0.0865437090396881,0.861491978168488,9059.313
127,grass_grid46819_microbe1210_all.pickle,2,12,28,1,0.0580159947276115,8.16904721432365e-05,9.5170944405254e-05,2.51341504053926e-07,0.0166445448994637,0.0629962384700775,722.28705
128,grass_grid46819_microbe1210_all.pickle,3,12,30,1,0.0884082019329071,3.87032705475576e-05,6.68647335260175e-05,9.66622451414878e-07,0.0748597979545593,0.728020370006561,7555.677
129,grass_grid46819_microbe1210_all.pickle,4,12,33,1,0.0926445350050926,7.30821484467015e-05,8.38059204397723e-05,5.84104441259115e-07,0.050867073237896,0.453938573598862,6168.355
130,grass_grid46819_microbe1210_all.pickle,5,12,25,1,0.091200478374958,4.23257224611007e-05,5.09421079186723e-05,6.04477065735409e-07,0.021285330876708,0.116010427474976,4054.0579
131,grass_grid46819_microbe1210_all.pickle,6,12,29,1,0.0854194685816765,6.58303397358395e-05,8.01029236754403e-05,3.44333471957725e-07,0.0657005086541176,0.623388886451721,7707.607
132,grass_grid46819_microbe1210_all.pickle,7,8,2,1,0.0720399171113968,8.47430783323944e-05,1.56557180162054e-05,4.13001515653377e-07,0.0578952617943287,0.534225344657898,2.5206418
133,grass_grid46819_microbe1210_all.pickle,8,12,26,1,0.0671073645353317,2.97600363410311e-05,6.90057859173976e-05,2.37793940982556e-07,0.0453582890331745,0.391008764505386,1142.9631
134,grass_grid46819_microbe1210_all.pickle,9,8,3,1,0.0871668756008148,8.57326594996266e-05,2.63980564341182e-05,8.93534263468609e-07,0.0900106653571129,0.901096880435944,3868.1724
135,grass_grid46819_microbe1210_all.pickle,10,12,22,1,0.0719685479998589,4.91435166622978e-05,5.77698920096736e-05,1.50505044871352e-07,0.0269580520689487,0.18081296980381,2560.6992
136,grass_grid46819_microbe1210_all.pickle,11,12,29,1,0.0628907606005669,5.54016769456211e-05,4.76467648695689e-05,1.30595367409114e-07,0.0486241206526756,0.428316116333008,1506.7527
137,grass_grid46819_microbe1210_all.pickle,12,12,22,1,0.099245198071003,2.26836564252153e-05,1.24675789265893e-05,7.96316840023792e-07,0.0941092893481255,0.947917699813843,11138.882
138,grass_grid46819_microbe1210_all.pickle,13,12,18,1,0.0519868545234203,6.19348502368666e-05,9.18916848604567e-05,1.9274880003195e-07,0.0203270390629768,0.10506334900856,377.0438
139,grass_grid46819_microbe1210_all.pickle,14,12,1,1,0.0814248993992805,1.15577249744092e-05,2.87320872303098e-05,9.32956879751146e-07,0.0986685007810593,1,9096.642
140,grass_grid46819_microbe1210_all.pickle,15,12,34,1,0.0528187789022923,9.35991993173957e-05,3.48856883647386e-05,4.49360669563248e-07,0.0689947083592415,0.661020338535309,584.12366
141,grass_grid46819_microbe1210_all.pickle,16,12,19,1,0.0603879615664482,5.8688110584626e-05,1.9123574020341e-05,6.77709692809003e-07,0.0747457966208458,0.726718068122864,2145.4602
142,grass_grid46819_microbe1210_all.pickle,17,12,32,1,0.0649924650788307,3.30857874359936e-05,3.93176815123297e-05,5.19221941885917e-07,0.055581659078598,0.507795810699463,1690.6025
143,grass_grid46819_microbe1210_all.pickle,18,12,31,1,0.0558117292821407,9.2430564109236e-05,9.75005168584175e-05,8.66455536652211e-07,0.0340759456157684,0.262124508619308,359.88138
144,grass_grid46819_microbe1210_all.pickle,19,11,1,1,0.0682379975914955,7.11849133949727e-05,4.49946492153686e-05,3.71745500160614e-07,0.0111299455165863,0,229.15042
145,grass_grid46819_microbe1210_all.pickle,20,11,15,1,0.0790145248174667,1.59141745825764e-05,7.38639355404302e-05,8.39707070099394e-07,0.081543393433094,0.804370701313019,4509.137
146,grass_grid46819_microbe1210_all.pickle,21,10,8,1,0.0768566280603409,2.72184897767147e-05,8.91882154974155e-05,7.65304491778807e-07,0.0634105205535889,0.59722912311554,1624.733
